id	SPE_0xA_AR01	SPE_0xA_AR02	SPE_0xA_AR03	SPE_0xA_AR04	SPE_0xA_AR05	SPE_0xA_AR06	SPE_0xA_AR07	SPE_0xA_AR08	SPE_0xA_AR09	SPE_0xA_AR10
S0_M_T230	20	14	13	8	8	1	2	3	4	4
S0_M_T231	6	7	4	3	4	3	1	1	2	0
S0_M_T232	46	39	48	26	37	5	3	9	13	7
S0_M_T233	5	2	5	2	0	2	1	0	0	0
S0_M_T234	32	30	25	16	17	12	18	5	14	6
S0_M_T235	37	26	7	13	3	2	4	1	3	0
S0_M_T236	337	282	163	176	117	75	69	27	51	28
S0_M_T237	80	57	31	23	25	10	20	9	11	7
S0_M_T238	188	109	67	60	62	28	12	13	13	9
S0_M_T239	297	189	101	79	70	40	32	28	37	24
S0_M_T24	12	8	2	3	1	4	1	2	1	1
S0_M_T240	4	3	1	5	5	3	0	2	0	1
S0_M_T241	0	2	1	3	0	0	0	2	0	1
S0_M_T242	0	0	0	0	0	0	0	0	0	0
S0_M_T243	6	3	4	4	2	3	2	4	4	6
S0_M_T244	123	42	54	43	33	4	6	24	19	8
S0_M_T245	170	82	90	70	78	20	24	59	75	31
S0_M_T246	25	5	14	11	14	1	3	3	5	3
S0_M_T247	43	21	20	16	13	5	2	4	1	2
S0_M_T248	160	109	96	70	63	17	19	9	9	8
S0_M_T249	5	7	1	1	3	5	0	1	1	1
S0_M_T25	16	5	7	4	4	4	3	2	2	1
S0_M_T250	1	0	0	0	0	0	0	1	0	0
S0_M_T251	31	9	7	7	1	1	2	1	2	0
S0_M_T252	111	94	57	57	44	26	12	13	12	8
S0_M_T253	0	0	0	0	0	0	0	0	0	0
S0_M_T254	7	4	4	4	1	1	0	0	1	5
S0_M_T255	1	0	0	0	0	0	0	1	0	0
S0_M_T256	39	31	18	16	13	3	9	1	2	1
S0_M_T257	15	15	9	5	9	5	12	1	1	1
S0_M_T258	53	60	39	27	20	7	10	6	11	6
S0_M_T259	62	67	48	43	26	18	15	14	11	7
S0_M_T26	67	52	19	25	12	7	10	10	12	5
S0_M_T260	39	31	18	16	13	3	9	1	2	1
S0_M_T261	5	0	0	0	0	0	0	0	0	0
S0_M_T262	5	5	3	3	2	0	1	1	2	0
S0_M_T263	62	67	48	43	26	18	15	14	11	7
S0_M_T264	28	27	20	27	19	20	10	10	15	3
S0_M_T265	82	57	44	46	35	22	23	22	30	13
S0_M_T266	121	106	67	71	76	39	33	42	28	25
S0_M_T267	15	20	16	16	9	10	4	4	2	0
S0_M_T268	82	57	44	46	35	22	23	22	30	13
S0_M_T269	14	22	15	22	10	12	7	4	8	4
S0_M_T27	4	2	6	3	4	3	4	2	7	2
S0_M_T270	82	57	44	46	35	22	23	22	30	13
S0_M_T271	121	106	67	71	76	39	33	42	28	25
S0_M_T272	30	19	19	9	20	19	13	8	3	5
S0_M_T273	21	15	6	10	6	5	2	5	8	2
S0_M_T274	32	25	15	22	6	3	5	2	3	1
S0_M_T275	24	25	17	8	15	7	3	3	1	2
S0_M_T276	55	19	9	23	15	8	3	2	2	4
S0_M_T277	154	108	84	50	66	30	17	13	24	9
S0_M_T278	24	25	17	8	15	7	3	3	1	2
S0_M_T279	27	31	14	11	14	7	4	2	5	2
S0_M_T28	5	2	3	3	2	0	1	0	1	0
S0_M_T280	24	15	16	14	12	5	4	2	1	2
S0_M_T281	24	25	17	8	15	7	3	3	1	2
S0_M_T282	4	2	3	1	0	0	0	0	2	0
S0_M_T283	34	36	15	17	21	7	4	6	4	1
S0_M_T284	66	40	29	23	25	11	6	10	11	3
S0_M_T285	224	210	130	100	85	32	28	20	19	11
S0_M_T286	24	25	17	8	15	7	3	3	1	2
S0_M_T287	12	14	1	5	6	0	0	0	0	0
S0_M_T288	24	14	8	9	3	2	1	1	6	3
S0_M_T289	82	57	44	46	35	22	23	22	30	13
S0_M_T29	23	18	5	5	11	7	3	1	1	2
S0_M_T290	17	9	16	12	6	11	4	5	3	0
S0_M_T291	82	57	44	46	35	22	23	22	30	13
S0_M_T292	121	106	67	71	76	39	33	42	28	25
S0_M_T293	3	1	2	3	1	0	1	1	1	0
S0_M_T294	17	6	13	7	5	5	4	3	2	5
S0_M_T295	10	7	4	4	2	1	0	1	0	1
S0_M_T296	215	155	76	67	69	41	37	23	26	14
S0_M_T297	2	1	0	2	2	3	1	0	1	1
S0_M_T298	215	155	76	67	69	41	37	23	26	14
S0_M_T299	37	42	28	13	12	12	11	6	10	6
S0_M_T3	10	11	8	8	8	3	0	0	5	3
S0_M_T30	2	2	1	0	1	1	0	0	0	0
S0_M_T300	53	48	31	15	32	17	8	8	6	4
S0_M_T301	3	0	2	0	0	2	0	1	0	0
S0_M_T302	89	53	47	35	52	15	16	18	11	14
S0_M_T303	0	0	0	0	0	0	0	0	0	0
S0_M_T304	0	0	0	0	0	0	0	0	0	0
S0_M_T305	1	0	1	1	0	1	2	4	4	4
S0_M_T306	0	0	0	0	0	0	0	0	0	0
S0_M_T307	0	0	0	0	0	0	0	0	0	0
S0_M_T308	0	0	0	0	0	0	0	0	0	0
S0_M_T309	0	0	0	0	0	0	0	0	0	0
S0_M_T31	72	36	15	10	5	4	7	2	5	2
S0_M_T310	2	6	3	10	7	10	3	4	7	2
S0_M_T311	25	15	18	13	8	2	4	3	1	5
S0_M_T312	26	10	6	6	4	1	0	1	3	0
S0_M_T313	2	1	0	0	1	0	0	0	0	2
S0_M_T314	1	0	1	1	0	1	2	4	4	4
S0_M_T315	0	0	0	0	0	0	0	0	0	0
S0_M_T316	0	0	0	0	0	0	0	0	0	0
S0_M_T317	0	0	0	0	0	0	0	0	0	0
S0_M_T318	2	0	5	1	3	1	1	4	2	3
S0_M_T319	3	0	2	0	0	2	0	1	0	0
S0_M_T32	33	23	8	10	4	6	6	3	4	3
S0_M_T320	90	55	30	24	34	7	10	15	15	13
S0_M_T321	67	54	18	19	15	14	3	4	14	5
S0_M_T322	0	0	0	0	0	0	0	0	0	0
S0_M_T323	1	0	1	1	0	1	2	4	4	4
S0_M_T324	0	0	0	0	0	0	0	0	0	0
S0_M_T325	0	0	0	0	0	0	0	0	0	0
S0_M_T326	0	0	0	0	0	0	0	0	0	0
S0_M_T327	0	0	0	0	0	0	0	0	0	0
S0_M_T328	44	37	20	18	9	8	8	6	4	8
S0_M_T329	9	6	1	0	1	1	1	2	0	1
S0_M_T33	56	33	23	6	16	7	4	6	5	9
S0_M_T330	2	1	0	2	0	0	0	0	0	0
S0_M_T331	24	18	15	11	8	4	3	2	1	2
S0_M_T332	18	5	3	3	3	2	2	1	0	0
S0_M_T333	29	18	16	7	7	3	9	3	4	0
S0_M_T334	24	19	14	9	5	5	0	2	4	1
S0_M_T335	8	3	1	2	5	2	0	1	5	1
S0_M_T336	24	18	15	11	8	4	3	2	1	2
S0_M_T337	135	71	30	17	16	9	7	6	5	3
S0_M_T338	7	8	4	2	4	5	1	0	2	0
S0_M_T339	2	2	1	2	2	0	0	1	0	0
S0_M_T34	8	5	2	8	3	8	0	1	4	3
S0_M_T340	43	29	25	17	18	6	10	7	10	1
S0_M_T341	41	28	16	21	14	4	5	5	9	6
S0_M_T342	35	17	13	12	8	5	2	3	2	1
S0_M_T343	45	51	27	17	15	12	4	0	1	4
S0_M_T344	23	17	5	6	9	5	9	3	2	1
S0_M_T345	23	17	8	10	5	1	1	0	0	2
S0_M_T346	56	21	12	13	10	6	0	2	2	2
S0_M_T347	29	18	16	7	7	3	9	3	4	0
S0_M_T348	37	26	16	15	14	6	2	7	4	4
S0_M_T349	5	9	2	4	4	0	0	0	0	0
S0_M_T35	42	13	28	12	12	3	3	7	2	2
S0_M_T350	24	18	15	11	8	4	3	2	1	2
S0_M_T351	135	71	30	17	16	9	7	6	5	3
S0_M_T352	17	15	10	10	4	0	1	2	2	2
S0_M_T353	174	111	62	60	45	14	24	16	20	11
S0_M_T354	38	26	14	14	8	4	3	8	3	2
S0_M_T355	556	339	219	184	154	48	37	46	45	37
S0_M_T356	17	15	10	10	4	0	1	2	2	2
S0_M_T357	174	111	62	60	45	14	24	16	20	11
S0_M_T358	38	26	14	14	8	4	3	8	3	2
S0_M_T359	556	339	219	184	154	48	37	46	45	37
S0_M_T36	3	1	2	0	1	0	0	0	1	0
S0_M_T360	10	11	10	8	9	2	2	0	4	0
S0_M_T361	13	12	3	6	4	3	2	1	0	3
S0_M_T362	76	66	27	23	21	17	11	10	13	2
S0_M_T363	108	91	50	49	29	14	16	16	4	8
S0_M_T364	27	22	16	9	12	8	2	3	1	3
S0_M_T365	12	12	3	4	3	5	2	0	2	2
S0_M_T366	108	91	50	49	29	14	16	16	4	8
S0_M_T367	112	84	51	34	31	26	8	6	9	7
S0_M_T368	29	29	9	8	7	7	2	5	1	5
S0_M_T369	229	169	75	80	60	36	35	19	29	14
S0_M_T37	5	5	0	1	0	1	1	0	0	1
S0_M_T370	83	72	30	37	24	15	8	16	8	8
S0_M_T371	27	32	14	10	5	3	3	1	2	3
S0_M_T372	34	28	19	14	4	4	5	5	6	4
S0_M_T373	126	118	50	31	23	17	15	8	7	9
S0_M_T374	132	116	58	49	41	29	10	8	10	7
S0_M_T375	108	91	50	49	29	14	16	16	4	8
S0_M_T376	17	15	1	9	9	2	1	2	0	3
S0_M_T377	23	9	4	1	3	1	0	1	1	1
S0_M_T378	74	58	31	25	17	5	7	4	4	6
S0_M_T379	15	20	4	9	2	2	1	0	2	1
S0_M_T38	14	12	7	5	6	5	5	2	0	1
S0_M_T380	81	73	37	23	22	9	7	3	12	5
S0_M_T381	34	12	9	8	5	1	1	1	2	0
S0_M_T382	18	14	13	8	4	7	12	7	9	5
S0_M_T383	183	107	77	59	49	17	28	30	31	16
S0_M_T384	48	26	15	16	19	11	8	5	7	3
S0_M_T385	21	16	4	15	10	7	7	8	13	4
S0_M_T386	0	0	0	1	0	0	1	6	0	2
S0_M_T387	0	0	0	0	0	0	0	0	0	0
S0_M_T388	0	0	0	0	0	0	0	0	0	0
S0_M_T389	0	0	0	0	0	0	0	0	0	0
S0_M_T39	95	67	25	24	34	14	17	4	13	10
S0_M_T390	1	1	0	0	0	0	0	1	0	1
S0_M_T391	0	0	0	0	0	0	0	0	0	0
S0_M_T392	7	8	5	6	10	3	8	5	17	15
S0_M_T393	3	0	0	0	0	3	1	1	0	0
S0_M_T394	4	2	0	0	2	0	0	0	0	3
S0_M_T395	17	11	4	5	2	4	4	14	16	3
S0_M_T396	53	42	25	11	20	6	6	3	2	3
S0_M_T397	62	55	24	38	41	7	9	5	3	8
S0_M_T398	41	19	26	21	20	11	12	15	30	16
S0_M_T399	37	30	11	12	6	6	3	4	4	2
S0_M_T4	29	34	21	26	13	6	4	4	8	2
S0_M_T40	14	7	2	7	6	1	2	3	2	2
S0_M_T400	22	21	6	16	6	4	12	9	10	10
S0_M_T401	7	5	4	2	2	0	1	2	0	0
S0_M_T402	0	0	0	0	0	0	0	0	0	0
S0_M_T403	121	88	50	34	26	16	14	7	11	6
S0_M_T404	0	1	0	0	0	0	0	0	0	0
S0_M_T405	10	5	3	1	5	0	0	0	0	0
S0_M_T406	29	34	20	15	8	6	3	1	2	2
S0_M_T407	40	28	19	19	11	10	9	6	3	2
S0_M_T408	15	16	13	6	6	2	1	3	2	5
S0_M_T409	22	16	10	15	13	5	5	0	2	3
S0_M_T41	63	63	43	35	30	14	20	16	20	9
S0_M_T410	6	4	3	0	1	0	2	1	1	0
S0_M_T411	9	12	4	3	4	0	3	1	0	0
S0_M_T412	10	5	2	2	5	1	0	0	0	1
S0_M_T413	1	0	3	0	0	0	0	0	0	0
S0_M_T414	10	1	2	5	4	2	0	0	1	0
S0_M_T415	57	39	30	19	21	6	10	7	6	1
S0_M_T416	15	9	1	3	0	0	2	0	2	1
S0_M_T417	22	31	16	16	26	7	4	1	1	2
S0_M_T418	0	1	1	2	1	0	0	1	0	2
S0_M_T419	2	0	0	0	0	0	0	0	0	0
S0_M_T42	51	35	15	18	14	10	6	2	3	0
S0_M_T420	7	9	3	2	2	1	1	0	1	1
S0_M_T421	0	0	0	0	0	0	0	0	0	0
S0_M_T422	0	0	0	3	1	0	1	0	0	0
S0_M_T423	0	0	0	0	1	0	0	1	0	0
S0_M_T424	1	0	0	0	0	0	0	0	0	0
S0_M_T425	0	0	0	0	0	0	0	0	0	0
S0_M_T426	0	0	0	0	0	0	0	0	0	0
S0_M_T427	40	44	14	18	14	12	10	3	4	4
S0_M_T428	27	27	9	11	14	6	5	4	7	4
S0_M_T429	8	6	2	7	0	3	0	0	0	1
S0_M_T43	58	44	32	32	31	15	16	22	20	6
S0_M_T430	23	10	11	9	7	1	2	4	2	0
S0_M_T431	29	15	8	4	3	2	2	3	5	2
S0_M_T432	366	303	187	164	133	78	55	39	33	24
S0_M_T433	2	8	3	3	2	0	1	0	2	1
S0_M_T434	0	0	0	0	0	1	0	0	0	0
S0_M_T435	0	0	1	0	0	0	0	0	0	6
S0_M_T436	1	0	0	1	0	0	0	0	0	0
S0_M_T437	0	0	0	1	1	0	0	2	2	2
S0_M_T438	7	4	7	2	3	1	1	2	1	0
S0_M_T439	6	3	0	1	0	0	0	2	1	0
S0_M_T44	39	21	20	11	17	4	3	3	6	0
S0_M_T440	0	1	0	0	1	0	0	0	0	0
S0_M_T441	3	2	2	0	2	1	1	1	0	0
S0_M_T442	0	0	0	0	0	0	0	0	0	0
S0_M_T443	10	5	4	4	5	1	3	0	3	2
S0_M_T444	0	2	1	0	0	1	0	0	0	0
S0_M_T445	0	0	0	0	0	0	0	0	0	0
S0_M_T446	1	1	0	0	0	0	0	0	0	0
S0_M_T447	12	6	4	5	2	1	4	1	3	0
S0_M_T448	20	10	4	7	2	3	0	0	1	1
S0_M_T449	5	2	3	0	2	0	0	2	2	1
S0_M_T45	3	3	3	7	1	0	0	0	0	1
S0_M_T450	8	9	2	4	1	0	0	0	0	0
S0_M_T451	0	0	0	0	0	0	0	0	0	0
S0_M_T452	14	6	4	7	3	2	1	4	2	2
S0_M_T453	5	5	1	4	5	0	1	2	3	1
S0_M_T454	0	0	0	0	0	0	0	0	0	0
S0_M_T455	0	0	0	0	0	0	1	0	1	0
S0_M_T456	0	0	0	1	0	0	0	0	0	0
S0_M_T457	0	0	0	0	0	0	0	0	0	0
S0_M_T458	43	12	11	12	8	1	4	1	2	2
S0_M_T459	85	66	29	36	19	11	9	3	6	5
S0_M_T46	47	67	45	41	30	14	9	12	15	6
S0_M_T460	384	350	192	180	134	96	97	52	75	36
S0_M_T461	192	143	106	84	83	52	54	59	68	30
S0_M_T462	61	48	30	23	12	14	8	3	9	1
S0_M_T463	344	310	141	117	111	54	46	34	33	24
S0_M_T464	91	93	54	44	40	26	13	9	11	5
S0_M_T465	35	23	13	23	5	6	2	3	4	1
S0_M_T466	384	350	192	180	134	96	97	52	75	36
S0_M_T467	14	11	10	3	9	3	3	4	2	1
S0_M_T468	268	234	117	110	90	52	45	53	55	40
S0_M_T469	145	136	63	50	38	35	22	25	15	21
S0_M_T47	210	176	90	60	60	33	30	11	15	7
S0_M_T470	321	294	141	127	105	60	53	32	49	18
S0_M_T471	181	157	82	55	47	40	26	28	22	13
S0_M_T472	69	37	20	15	17	5	5	1	10	2
S0_M_T473	27	20	12	10	15	1	5	2	1	0
S0_M_T474	72	57	34	30	20	15	11	8	7	5
S0_M_T475	175	160	81	67	48	29	24	13	18	13
S0_M_T476	82	40	23	25	15	10	12	4	5	1
S0_M_T477	45	22	13	9	13	6	4	7	7	2
S0_M_T478	177	131	54	70	59	45	33	21	22	19
S0_M_T479	82	70	36	25	24	17	13	5	9	4
S0_M_T48	46	43	33	36	23	19	18	11	22	12
S0_M_T480	129	87	44	25	16	12	8	10	3	7
S0_M_T481	87	79	48	29	38	22	24	14	14	8
S0_M_T482	24	16	11	8	10	5	6	7	3	6
S0_M_T483	41	40	20	18	13	8	5	3	8	3
S0_M_T484	74	29	19	13	18	13	7	5	3	3
S0_M_T485	47	47	27	15	19	8	6	6	5	5
S0_M_T486	22	25	17	12	12	5	12	9	6	8
S0_M_T487	9	6	6	4	3	2	3	2	1	0
S0_M_T488	59	59	32	28	19	13	8	7	9	7
S0_M_T489	245	265	172	165	123	71	68	44	43	28
S0_M_T49	3	6	2	2	6	2	2	2	3	0
S0_M_T490	26	18	8	12	11	5	3	3	3	0
S0_M_T491	97	84	58	43	49	35	30	26	52	25
S0_M_T492	117	89	46	33	34	20	18	6	10	6
S0_M_T493	68	53	29	13	21	11	7	2	4	2
S0_M_T494	22	24	11	14	10	8	8	4	6	4
S0_M_T495	45	43	15	20	14	11	7	6	5	5
S0_M_T496	61	76	75	69	75	34	46	91	126	65
S0_M_T497	218	158	109	78	74	40	46	34	27	16
S0_M_T498	52	39	12	17	17	12	6	4	5	6
S0_M_T499	299	248	147	115	103	81	74	55	34	26
S0_M_T5	105	55	43	41	30	27	19	9	18	12
S0_M_T50	6	4	2	2	3	4	2	4	1	2
S0_M_T500	271	193	98	70	57	26	22	12	21	15
S0_M_T501	250	186	84	71	58	45	32	28	25	16
S0_M_T502	79	46	27	14	15	14	6	4	4	6
S0_M_T503	21	25	7	18	10	7	3	4	4	0
S0_M_T504	47	35	19	14	8	9	6	3	1	2
S0_M_T505	114	92	69	44	43	25	29	28	17	6
S0_M_T506	43	34	21	16	20	7	6	4	3	3
S0_M_T507	6	6	8	5	4	0	1	0	1	0
S0_M_T508	2	2	2	3	4	1	2	4	2	4
S0_M_T509	57	28	32	31	29	29	23	28	39	22
S0_M_T51	10	7	9	6	6	1	1	1	6	0
S0_M_T510	16	20	22	16	13	7	9	6	4	4
S0_M_T511	0	0	0	0	0	0	0	1	0	0
S0_M_T512	145	65	37	34	35	12	14	22	18	14
S0_M_T513	228	128	56	68	58	26	14	17	25	8
S0_M_T514	13	9	10	12	12	2	8	1	1	1
S0_M_T515	5	8	4	3	5	2	5	2	1	0
S0_M_T516	28	27	22	23	22	17	26	21	22	13
S0_M_T517	2	6	6	3	6	2	5	2	2	1
S0_M_T518	102	77	40	40	27	14	9	8	9	6
S0_M_T519	44	27	27	13	16	2	1	4	6	3
S0_M_T52	107	107	103	88	115	70	66	85	95	33
S0_M_T520	102	77	40	40	27	14	9	8	9	6
S0_M_T521	34	28	18	15	14	2	5	3	7	4
S0_M_T522	56	45	30	30	19	8	11	9	9	1
S0_M_T523	102	77	40	40	27	14	9	8	9	6
S0_M_T524	44	27	27	13	16	2	1	4	6	3
S0_M_T525	17	18	9	17	1	5	0	0	2	0
S0_M_T526	20	22	11	3	11	3	6	1	4	4
S0_M_T527	13	7	6	4	3	1	1	1	1	1
S0_M_T528	13	8	3	2	4	0	1	0	0	1
S0_M_T529	19	17	14	6	11	3	6	6	3	0
S0_M_T53	17	10	15	7	20	10	8	11	7	2
S0_M_T530	4	8	1	2	4	0	2	0	0	0
S0_M_T531	4	12	1	4	5	3	2	3	1	0
S0_M_T532	7	5	4	1	0	2	2	0	1	0
S0_M_T533	98	78	51	34	21	15	16	10	12	12
S0_M_T534	65	58	36	14	35	13	9	10	4	7
S0_M_T535	0	0	0	0	0	0	0	0	0	1
S0_M_T536	0	1	0	0	0	0	0	0	0	0
S0_M_T537	73	49	43	38	46	12	20	19	19	7
S0_M_T538	5	2	4	2	6	0	1	0	3	0
S0_M_T539	101	116	70	66	48	27	35	21	16	4
S0_M_T54	21	19	8	8	4	4	7	7	5	1
S0_M_T540	44	27	26	27	13	7	6	6	7	1
S0_M_T541	72	32	12	11	9	7	0	2	2	3
S0_M_T542	52	27	12	19	12	9	6	4	6	4
S0_M_T543	0	2	0	0	1	0	0	0	0	0
S0_M_T544	22	28	16	14	12	5	3	1	1	1
S0_M_T545	22	29	20	17	22	6	3	0	5	3
S0_M_T546	25	24	11	7	19	9	9	4	8	3
S0_M_T547	34	18	7	9	4	6	3	0	3	0
S0_M_T548	186	129	107	84	76	34	25	38	42	25
S0_M_T549	36	25	16	20	16	9	2	3	4	2
S0_M_T55	226	171	137	165	179	87	111	140	167	66
S0_M_T550	7	8	6	6	2	2	0	0	0	2
S0_M_T551	3	7	0	4	0	1	0	0	0	0
S0_M_T552	19	20	3	5	4	4	2	0	0	0
S0_M_T553	10	13	11	8	6	4	3	4	1	2
S0_M_T554	186	127	148	113	131	82	83	136	152	71
S0_M_T555	16	5	5	0	1	2	1	2	1	2
S0_M_T556	92	59	36	27	22	11	9	7	9	4
S0_M_T557	15	13	10	9	5	0	2	3	0	0
S0_M_T558	50	33	13	9	14	11	1	4	6	1
S0_M_T559	4	2	0	1	1	2	2	0	1	0
S0_M_T56	137	104	66	70	56	26	18	14	11	11
S0_M_T560	107	79	38	27	27	10	10	6	13	6
S0_M_T561	28	24	6	13	7	7	6	6	4	0
S0_M_T562	38	26	14	13	13	8	5	6	4	2
S0_M_T563	71	29	12	22	19	12	8	11	5	6
S0_M_T564	56	32	24	21	17	14	8	3	7	2
S0_M_T565	0	0	0	0	0	0	0	0	0	0
S0_M_T566	0	0	0	0	0	0	0	0	0	0
S0_M_T567	2	2	0	1	0	0	1	0	2	3
S0_M_T568	1	5	0	0	1	0	0	0	0	1
S0_M_T569	7	9	0	3	1	2	1	0	0	0
S0_M_T57	89	85	57	52	60	30	41	53	50	31
S0_M_T570	0	0	0	0	0	0	0	0	0	0
S0_M_T571	38	14	8	6	9	7	2	1	9	2
S0_M_T572	17	13	8	11	6	6	2	4	5	0
S0_M_T573	168	129	95	79	68	36	21	26	21	11
S0_M_T574	15	17	17	11	11	2	1	6	1	3
S0_M_T575	124	101	56	53	50	23	23	38	27	17
S0_M_T576	2	8	2	2	1	0	1	0	0	3
S0_M_T577	5	7	6	2	5	0	1	4	1	0
S0_M_T578	1	0	0	0	0	2	0	1	0	0
S0_M_T579	0	0	0	0	0	0	0	0	0	0
S0_M_T58	64	85	50	46	55	38	32	31	36	20
S0_M_T580	0	0	0	1	0	0	0	0	0	0
S0_M_T581	2	5	1	0	0	0	2	0	1	0
S0_M_T582	0	0	0	0	0	0	0	0	0	0
S0_M_T583	1	9	3	4	5	3	1	1	0	0
S0_M_T584	1	1	0	1	0	0	0	0	0	0
S0_M_T585	10	11	9	12	2	3	2	2	2	0
S0_M_T586	34	40	20	21	7	9	1	5	11	8
S0_M_T587	115	85	38	41	30	27	19	17	15	11
S0_M_T588	12	12	5	4	6	2	2	1	3	0
S0_M_T589	179	145	84	65	57	23	21	16	14	8
S0_M_T59	226	171	137	165	179	87	111	140	167	66
S0_M_T590	13	7	3	9	5	1	3	3	3	5
S0_M_T591	141	118	78	82	78	32	29	32	37	18
S0_M_T592	0	0	0	1	0	0	1	0	0	0
S0_M_T593	18	19	14	8	14	8	5	6	3	8
S0_M_T594	2	1	0	1	0	0	0	0	0	0
S0_M_T595	34	23	10	7	8	6	9	2	5	3
S0_M_T596	134	100	54	64	45	21	21	18	16	12
S0_M_T597	15	21	5	5	4	4	0	2	2	0
S0_M_T598	102	75	39	44	30	8	12	13	18	21
S0_M_T599	3	12	4	5	3	0	1	0	0	0
S0_M_T6	59	42	45	27	33	14	19	15	11	6
S0_M_T60	89	85	57	52	60	30	41	53	50	31
S0_M_T600	18	13	4	3	5	2	1	1	4	3
S0_M_T601	62	67	31	40	22	21	14	9	8	4
S0_M_T602	3	3	0	1	0	1	0	2	2	1
S0_M_T603	5	1	1	1	0	1	1	1	0	0
S0_M_T604	45	47	26	33	22	11	12	6	5	0
S0_M_T605	25	18	7	13	12	2	3	4	6	3
S0_M_T606	5	1	2	3	1	1	0	1	2	0
S0_M_T607	0	0	0	0	0	0	0	0	0	0
S0_M_T608	16	16	11	11	7	5	2	1	0	5
S0_M_T609	12	11	22	9	21	6	4	3	6	3
S0_M_T61	79	67	67	50	66	27	27	43	45	10
S0_M_T610	108	75	42	46	38	26	36	23	31	21
S0_M_T611	6	14	4	10	5	3	6	4	8	1
S0_M_T612	16	13	6	5	6	6	0	2	3	0
S0_M_T613	4	4	2	1	0	0	0	1	0	0
S0_M_T614	141	110	118	99	111	59	46	41	26	13
S0_M_T615	41	46	16	23	29	20	13	4	10	7
S0_M_T616	34	23	18	20	14	5	8	5	2	3
S0_M_T617	3	4	4	1	2	2	3	0	0	0
S0_M_T618	17	14	7	4	8	6	1	3	13	2
S0_M_T619	9	4	3	2	2	6	1	1	7	1
S0_M_T62	23	25	14	14	12	11	9	8	13	5
S0_M_T620	74	54	49	22	18	17	12	19	6	7
S0_M_T621	3	4	2	2	2	1	0	1	0	0
S0_M_T622	9	9	2	5	2	3	3	4	1	0
S0_M_T623	102	76	38	40	31	19	11	7	11	11
S0_M_T624	209	193	113	120	85	42	22	19	27	14
S0_M_T625	17	13	7	12	13	5	5	8	5	7
S0_M_T626	0	0	0	1	0	0	0	0	0	0
S0_M_T627	12	12	4	8	7	1	4	2	2	0
S0_M_T628	15	15	8	6	5	2	1	2	6	1
S0_M_T629	24	11	10	12	6	14	14	5	9	6
S0_M_T63	226	171	137	165	179	87	111	140	167	66
S0_M_T630	76	111	68	47	47	19	13	13	15	5
S0_M_T631	60	29	22	21	13	9	14	8	7	8
S0_M_T632	29	27	16	12	17	2	1	2	3	2
S0_M_T633	46	35	31	34	10	7	3	7	4	6
S0_M_T634	28	45	14	24	16	23	23	20	20	8
S0_M_T635	61	47	33	28	26	19	31	21	22	9
S0_M_T636	136	127	112	88	70	32	20	21	14	15
S0_M_T637	25	37	21	16	25	15	4	9	4	2
S0_M_T638	112	72	37	38	43	18	11	10	12	8
S0_M_T639	14	18	2	8	8	2	4	5	3	4
S0_M_T64	136	100	38	29	27	15	13	7	9	5
S0_M_T640	25	36	18	19	24	17	21	12	14	7
S0_M_T641	5	3	6	5	3	2	4	5	4	1
S0_M_T642	41	51	31	23	21	9	6	14	9	3
S0_M_T643	88	68	42	34	30	25	29	14	24	5
S0_M_T644	185	188	127	115	109	74	90	51	44	26
S0_M_T645	115	85	59	51	36	22	25	20	32	12
S0_M_T646	299	281	132	135	99	48	32	24	26	18
S0_M_T647	30	6	8	13	7	5	4	0	1	2
S0_M_T648	26	12	9	7	3	3	1	1	3	1
S0_M_T649	38	33	20	20	9	7	4	4	7	6
S0_M_T65	360	252	170	142	129	64	48	55	44	16
S0_M_T650	18	19	12	10	15	3	2	2	4	3
S0_M_T651	26	28	11	12	14	6	8	1	6	4
S0_M_T652	250	163	100	95	72	28	21	28	18	11
S0_M_T653	87	53	37	40	27	26	29	20	20	12
S0_M_T654	124	125	83	93	74	59	54	52	68	23
S0_M_T655	26	37	17	20	17	10	6	4	7	2
S0_M_T656	118	92	42	65	35	9	13	6	14	5
S0_M_T657	62	50	38	45	35	22	34	22	32	19
S0_M_T658	26	25	13	6	7	7	2	2	3	0
S0_M_T659	26	28	12	24	15	18	15	23	25	5
S0_M_T66	89	85	57	52	60	30	41	53	50	31
S0_M_T660	37	36	21	18	13	11	5	5	5	6
S0_M_T661	24	20	16	9	15	5	3	7	7	1
S0_M_T662	269	290	130	142	122	89	75	61	68	38
S0_M_T663	19	18	6	10	6	5	4	1	3	0
S0_M_T664	25	27	9	8	16	9	7	9	14	8
S0_M_T665	66	40	35	30	24	25	18	20	27	11
S0_M_T666	28	29	19	14	23	14	10	8	13	2
S0_M_T667	38	26	14	9	11	8	11	2	1	1
S0_M_T668	300	268	235	220	249	185	182	175	196	64
S0_M_T669	53	35	20	22	10	9	7	9	9	2
S0_M_T67	64	85	50	46	55	38	32	31	36	20
S0_M_T670	110	77	52	46	47	46	39	25	44	17
S0_M_T671	23	15	9	17	12	12	13	2	10	5
S0_M_T672	100	77	39	51	54	27	33	38	35	11
S0_M_T673	88	52	70	54	77	16	24	77	127	50
S0_M_T674	3	0	2	1	5	1	5	2	1	1
S0_M_T675	6	0	3	4	2	0	1	2	2	2
S0_M_T676	158	122	56	40	61	31	20	12	22	8
